The Lord of the rings,Cinema Paradiso,Se7en,Avengers: Infinity War,The Shining,High and Low ,Terminator 2: Judgment Day,Toy Story,City of God,Witness for the Prosecution,12 Angry Men,Whiplash,Black Panther,Hamilton,The Dark Knight,Once Upon a Time in the West,The Great Dictator,Back to the Future,Aliens,Comedy nights with Kapil
Seven Samurai,The Dark Knight,Pulp Fiction,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Two Towers,The Departed,The Lord of the Rings: The Return of the King,,,,,,,,,,,,,,,,,
"The Good, the Bad and the Ugly",,,,,,,,,,,,,,,,,,,
The Shawshank Redemption,Pulp Fiction,,,,,,,,,,,,,,,,,,
Pulp Fiction,"The Good, the Bad and the Ugly",,,,,,,,,,,,,,,,,,
The Shawshank Redemption,The Lord of the Rings: The Return of the King,Star Wars: Episode IV - A New Hope,,,,,,,,,,,,,,,,,
Pulp Fiction,Memento,,,,,,,,,,,,,,,,,,
Once Upon a Time in the West,The Silence of the Lambs,,,,,,,,,,,,,,,,,,
The Lion King,The Dark Knight,Black Panther,whole wheat Star Wars: Episode V - The Empire Strikes Back,The Departed,High and Low ,Back to the Future,12 Angry Men,,,,,,,,,,,,
The Dark Knight,Back to the Future,,,,,,,,,,,,,,,,,,
The Godfather: Part II,The Lord of the Rings: The Fellowship of the Ring,Comedy nights with Kapil,Alien,The Pianist,Pulp Fiction,Witness for the Prosecution,Braveheart,,,,,,,,,,,,
The Lord of the Rings: The Fellowship of the Ring,Star Wars: Episode VI - Return of the Jedi,,,,,,,,,,,,,,,,,,
Black Panther,Harry Potter 2,12 Angry Men,,,,,,,,,,,,,,,,,
The Lord of the rings,,,,,,,,,,,,,,,,,,,
The Dark Knight,Pulp Fiction,Princess Mononoke,,,,,,,,,,,,,,,,,
The Godfather: Part II,The Shawshank Redemption,Kanan Gill Comedy,The Silence of the Lambs,The Intouchables,Comedy nights with Kapil,Prision Break,The Pianist,The Departed,Whiplash,,,,,,,,,,
One Flew Over the Cuckoo's Nest,The Pianist,,,,,,,,,,,,,,,,,,
crimes of grindelwald,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Return of the King,,,,,,,,,,,,,,,,,,,
The Shawshank Redemption,The Intouchables,Casablanca,Once Upon a Time in America,,,,,,,,,,,,,,,,
Goodfellas,psycho,,,,,,,,,,,,,,,,,,
Casablanca,The Prestige,Harry Potter 2,The Pianist,Star Wars: Episode IV - A New Hope,,,,,,,,,,,,,,,
Star Wars: Episode IV - A New Hope,City Lights,,,,,,,,,,,,,,,,,,
inception,"The Good, the Bad and the Ugly",,,,,,,,,,,,,,,,,,
The Lion King,The Dark Knight,Spider-Man: Into the Spider-Verse,The Lord of the Rings: The Return of the King,,,,,,,,,,,,,,,,
inception,The Lord of the Rings: The Fellowship of the Ring,The Dark Knight,Amadeus ,Harry Potter 2,,,,,,,,,,,,,,,
The Shawshank Redemption,The Dark Knight,Once Upon a Time in the West,Avengers: Infinity War,The Pianist,Pulp Fiction,Back to the Future,Dangal,,,,,,,,,,,,
Harry Potter 2,,,,,,,,,,,,,,,,,,,
whole wheat Star Wars: Episode V - The Empire Strikes Back,"The Good, the Bad and the Ugly",The Lives of Others,hand The Lives of Others,,,,,,,,,,,,,,,,
The Usual Suspects,Memento,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Return of the King,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Return of the King,Harry Potter 2,Harry Potter 1,crimes of grindelwald,Braveheart,,,,,,,,,,,,,,,
The Dark Knight,The Silence of the Lambs,Once Upon a Time in America,,,,,,,,,,,,,,,,,
The Godfather: Part II,Pulp Fiction,,,,,,,,,,,,,,,,,,
Billa,The Lion King,Prision Break,Braveheart,Django Unchained,Whiplash,,,,,,,,,,,,,,
Avengers: Endgame,inception,Gladiator,Modern Times,Prision Break,The Lord of the Rings: The Return of the King,Bicycle Thieves,,,,,,,,,,,,,
The Intouchables,Back to the Future,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Return of the King,Toy Story,,,,,,,,,,,,,,,,,,
inception,The Lord of the Rings: The Fellowship of the Ring,The Intouchables,extra dark The Silence of the Lambs,Whiplash,,,,,,,,,,,,,,,
The Lion King,Fight Club,The Lord of the Rings: The Return of the King,,,,,,,,,,,,,,,,,
Harry Potter 2,,,,,,,,,,,,,,,,,,,
The Lion King,The Lord of the Rings: The Return of the King,Princess Mononoke,,,,,,,,,,,,,,,,,
Billa,The Silence of the Lambs,Pulp Fiction,Spider-Man: Into the Spider-Verse,Life Is Beautiful,Whiplash,,,,,,,,,,,,,,
Se7en,Capernaum,,,,,,,,,,,,,,,,,,
The Dark Knight,Pulp Fiction,Casablanca,12 Angry Men,,,,,,,,,,,,,,,,
Avengers: Endgame,inception,The Lord of the Rings: The Fellowship of the Ring,The Dark Knight,Once Upon a Time in the West,The Departed,,,,,,,,,,,,,,
The Godfather: Part II,The Dark Knight,Pulp Fiction,Grave of the Fireflies ,,,,,,,,,,,,,,,,
Se7en,,,,,,,,,,,,,,,,,,,
inception,The Lord of the Rings: The Fellowship of the Ring,The Dark Knight,nonfat The Intouchables,Black Panther,Memento,Spider-Man: Into the Spider-Verse,2001: A Space Odyssey,,,,,,,,,,,,
"The Good, the Bad and the Ugly",,,,,,,,,,,,,,,,,,,
The Dark Knight,Casablanca,,,,,,,,,,,,,,,,,,
Pulp Fiction,2001: A Space Odyssey,,,,,,,,,,,,,,,,,,
"The Good, the Bad and the Ugly",,,,,,,,,,,,,,,,,,,
The Shawshank Redemption,The Intouchables,Pulp Fiction,,,,,,,,,,,,,,,,,
"The Good, the Bad and the Ugly",,,,,,,,,,,,,,,,,,,
Harry Potter 1,,,,,,,,,,,,,,,,,,,
The Intouchables,,,,,,,,,,,,,,,,,,,
Amadeus ,Oldboy,The Pianist,,,,,,,,,,,,,,,,,
The Dark Knight,The Intouchables,Prision Break,Pulp Fiction,Taare Zameen Par,The Pianist,,,,,,,,,,,,,,
The Shawshank Redemption,Back to the Future,The Lord of the Rings: The Return of the King,Whiplash,,,,,,,,,,,,,,,,
Pulp Fiction,Casablanca,Prision Break,,,,,,,,,,,,,,,,,
It's a Wonderful Life,The Lion King,Terminator 2: Judgment Day,Se7en,Once Upon a Time in the West,Star Wars: Episode V - The Empire Strikes Back,The Departed,3 Idiots,The Lives of Others,hand The Lives of Others,,,,,,,,,,
Schindler's List,The Lord of the Rings: The Return of the King,Dangal,,,,,,,,,,,,,,,,,
Pulp Fiction,Whiplash,,,,,,,,,,,,,,,,,,
The Godfather: Part II,The Dark Knight,The Silence of the Lambs,Se7en,,,,,,,,,,,,,,,,
The Silence of the Lambs,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Return of the King,,,,,,,,,,,,,,,,,,,
Léon: The Professional,Avengers: Infinity War,Back to the Future,,,,,,,,,,,,,,,,,
The Godfather: Part II,Billa,The Intouchables,Pulp Fiction,,,,,,,,,,,,,,,,
Whiplash,,,,,,,,,,,,,,,,,,,
Pulp Fiction,crimes of grindelwald,,,,,,,,,,,,,,,,,,
Avengers: Infinity War,,,,,,,,,,,,,,,,,,,
Comedy nights with Kapil,Once Upon a Time in the West,Avengers: Infinity War,,,,,,,,,,,,,,,,,
Pulp Fiction,whole wheat Star Wars: Episode V - The Empire Strikes Back,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Return of the King,Harry Potter 2,Harry Potter 1,crimes of grindelwald,,,,,,,,,,,,,,,,
Joker,Black Panther,12 Angry Men,,,,,,,,,,,,,,,,,
The Dark Knight,Schindler's List,Se7en,Parasite,3 Idiots,Django Unchained,Paths of Glory,12 Angry Men,,,,,,,,,,,,
inception,Star Wars: Episode VI - Return of the Jedi,,,,,,,,,,,,,,,,,,
The Godfather: Part II,The Silence of the Lambs,whole wheat Star Wars: Episode V - The Empire Strikes Back,,,,,,,,,,,,,,,,,
Harry Potter 2,Harry Potter 1,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Return of the King,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Fellowship of the Ring,The Dark Knight,Se7en,Cinema Paradiso,The Usual Suspects,The Prestige,Whiplash,The Lord of the Rings: The Return of the King,Back to the Future,The Hunt,,,,,,,,,,
Schindler's List,The Intouchables,,,,,,,,,,,,,,,,,,
The Lion King,The Lord of the Rings: The Return of the King,,,,,,,,,,,,,,,,,,
The Green Mile Whiplash,City Lights,,,,,,,,,,,,,,,,,,
The Godfather: Part II,,,,,,,,,,,,,,,,,,,
Interstellar,The Intouchables,Prision Break,Avengers: Infinity War,Once Upon a Time in America,12 Angry Men,,,,,,,,,,,,,,
Schindler's List,Modern Times,The Silence of the Lambs,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Two Towers,The Dark Knight,Schindler's List,Se7en,Pulp Fiction,The Prestige,American Beauty ,The Silence of the Lambs bread,The Lord of the Rings: The Return of the King,Dangal,Braveheart,Whiplash,,,,,,,,
The Lord of the rings,inception,Gladiator,The Dark Knight,whole wheat Star Wars: Episode V - The Empire Strikes Back,,,,,,,,,,,,,,,
Pulp Fiction,The Lord of the Rings: The Return of the King,Princess Mononoke,,,,,,,,,,,,,,,,,
Harry Potter 2,,,,,,,,,,,,,,,,,,,
It's a Wonderful Life,Billa,,,,,,,,,,,,,,,,,,
Prision Break,Hara-Kiri,Casablanca,Star Wars: Episode IV - A New Hope,,,,,,,,,,,,,,,,
Billa,The Lion King,The Dark Knight,Casablanca,,,,,,,,,,,,,,,,
One Flew Over the Cuckoo's Nest,,,,,,,,,,,,,,,,,,,
It's a Wonderful Life,inception,whole wheat Star Wars: Episode V - The Empire Strikes Back,Casablanca,,,,,,,,,,,,,,,,
The Shawshank Redemption,It's a Wonderful Life,The Dark Knight,Casablanca,,,,,,,,,,,,,,,,
The Intouchables,"The Good, the Bad and the Ugly",2001: A Space Odyssey,,,,,,,,,,,,,,,,,
Léon: The Professional,Goodfellas,The Lord of the Rings: The Fellowship of the Ring,Pulp Fiction,whole wheat Star Wars: Episode V - The Empire Strikes Back,The Lord of the Rings: The Return of the King,Parasite,,,,,,,,,,,,,
Billa,whole wheat Star Wars: Episode V - The Empire Strikes Back,City of God,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Two Towers,The Lord of the Rings: The Fellowship of the Ring,The Dark Knight,Citizen Kane,The Prestige,Prision Break,extra dark The Silence of the Lambs,"The Good, the Bad and the Ugly",,,,,,,,,,,,
inception,The Lord of the Rings: The Fellowship of the Ring,The Intouchables,Pulp Fiction,The Silence of the Lambs,The Pianist,Braveheart,,,,,,,,,,,,,
The Silence of the Lambs,The Dark Knight,Comedy nights with Kapil,Pulp Fiction,Black Panther,Back to the Future,The Matrix,City Lights,,,,,,,,,,,,
Se7en,whole wheat Star Wars: Episode V - The Empire Strikes Back,,,,,,,,,,,,,,,,,,
Whiplash,,,,,,,,,,,,,,,,,,,
The Lion King,Your Name,Prision Break,Whiplash,The Silence of the Lambs,Toy Story,,,,,,,,,,,,,,
The Shawshank Redemption,The Lord of the Rings: The Fellowship of the Ring,Grave of the Fireflies ,Requiem for a Dream,12 Angry Men,,,,,,,,,,,,,,,
The Shawshank Redemption,The Lord of the Rings: The Fellowship of the Ring,The Dark Knight,The Intouchables,The Lord of the Rings: The Return of the King,,,,,,,,,,,,,,,
The Lord of the rings,Parasite,,,,,,,,,,,,,,,,,,
The Silence of the Lambs,,,,,,,,,,,,,,,,,,,
Casablanca,,,,,,,,,,,,,,,,,,,
The Shawshank Redemption,Pulp Fiction,12 Angry Men,Whiplash,,,,,,,,,,,,,,,,
The Shawshank Redemption,Star Wars: Episode VI - Return of the Jedi,Harry Potter 2,,,,,,,,,,,,,,,,,
The Dark Knight,Pulp Fiction,,,,,,,,,,,,,,,,,,
Avengers: Endgame,The Dark Knight,The Intouchables,Your Name,Alien,Black Panther,,,,,,,,,,,,,,
The Silence of the Lambs,,,,,,,,,,,,,,,,,,,
Interstellar,,,,,,,,,,,,,,,,,,,
The Great Dictator,Harry Potter 2,,,,,,,,,,,,,,,,,,
Léon: The Professional,The Lord of the rings,The Lion King,inception,The Silence of the Lambs,,,,,,,,,,,,,,,
Harry Potter 2,Black Panther,,,,,,,,,,,,,,,,,,
The Dark Knight,Captain America,Joker,Pulp Fiction,,,,,,,,,,,,,,,,
Avengers: Infinity War,Black Panther,Back to the Future,,,,,,,,,,,,,,,,,
Se7en,The Intouchables,Once Upon a Time in America,Braveheart,,,,,,,,,,,,,,,,
Saaho,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Return of the King,"The Good, the Bad and the Ugly",,,,,,,,,,,,,,,,
Pulp Fiction,Prision Break,Whiplash,The Lord of the Rings: The Return of the King,,,,,,,,,,,,,,,,
The Shawshank Redemption,Léon: The Professional,The Lion King,The Lord of the Rings: The Fellowship of the Ring,Apocalypse Now,Braveheart,,,,,,,,,,,,,,
The Shawshank Redemption,One Flew Over the Cuckoo's Nest,Pulp Fiction,,,,,,,,,,,,,,,,,
The Silence of the Lambs,Braveheart,,,,,,,,,,,,,,,,,,
The Silence of the Lambs,Back to the Future,Toy Story,,,,,,,,,,,,,,,,,
The Dark Knight,The Silence of the Lambs,Das Boot,Capernaum,,,,,,,,,,,,,,,,
Pulp Fiction,,,,,,,,,,,,,,,,,,,
Pulp Fiction,The Lord of the Rings: The Return of the King,,,,,,,,,,,,,,,,,,
The Lord of the rings,Kanan Gill Comedy,The Intouchables,The Silence of the Lambs,The Lord of the Rings: The Return of the King,Back to the Future,The Pianist,City of God,Whiplash,,,,,,,,,,,
Pulp Fiction,Casablanca,Whiplash,,,,,,,,,,,,,,,,,
It's a Wonderful Life,Gladiator,The Pianist,Casablanca,The Lord of the Rings: The Return of the King,Whiplash,,,,,,,,,,,,,,
The Dark Knight,Once Upon a Time in the West,,,,,,,,,,,,,,,,,,
Harry Potter 2,,,,,,,,,,,,,,,,,,,
The Silence of the Lambs,,,,,,,,,,,,,,,,,,,
City of God,Paths of Glory,,,,,,,,,,,,,,,,,,
Kanan Gill Comedy,The Intouchables,Comedy nights with Kapil,,,,,,,,,,,,,,,,,
Se7en,The Lord of the Rings: The Return of the King,,,,,,,,,,,,,,,,,,
Seven Samurai,Gladiator,The Wolf of Wall Street,Indiana Jones and the Raiders of the Lost Ark,,,,,,,,,,,,,,,,
It's a Wonderful Life,Billa,The Usual Suspects,The Departed,The Lord of the Rings: The Return of the King,Harry Potter 2,Braveheart,,,,,,,,,,,,,
Once Upon a Time in America,Parasite,,,,,,,,,,,,,,,,,,
The Dark Knight,whole wheat Star Wars: Episode V - The Empire Strikes Back,The Departed,The Lord of the Rings: The Return of the King,Harry Potter 2,,,,,,,,,,,,,,,
The Departed,Back to the Future,crimes of grindelwald,,,,,,,,,,,,,,,,,
The Dark Knight,,,,,,,,,,,,,,,,,,,
The Dark Knight,Se7en,Whiplash,The Silence of the Lambs,,,,,,,,,,,,,,,,
The Lord of the Rings: The Fellowship of the Ring,Pulp Fiction,,,,,,,,,,,,,,,,,,
The Pianist,,,,,,,,,,,,,,,,,,,
"The Good, the Bad and the Ugly",,,,,,,,,,,,,,,,,,,
The Shawshank Redemption,Parasite,Braveheart,,,,,,,,,,,,,,,,,
Seven Samurai,inception,Comedy nights with Kapil,Eternal Sunshine of the Spotless Mind,,,,,,,,,,,,,,,,
The Dark Knight,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Fellowship of the Ring,Fight Club,Avengers: Infinity War,Hara-Kiri,Casablanca,,,,,,,,,,,,,,,
The Shawshank Redemption,Once Upon a Time in the West,Pulp Fiction,The Lord of the Rings: The Return of the King,crimes of grindelwald,,,,,,,,,,,,,,,
Harry Potter 2,,,,,,,,,,,,,,,,,,,
Parasite,Braveheart,,,,,,,,,,,,,,,,,,
whole wheat Star Wars: Episode V - The Empire Strikes Back,,,,,,,,,,,,,,,,,,,
Comedy nights with Kapil,The Departed,Toy Story,,,,,,,,,,,,,,,,,
Billa,Comedy nights with Kapil,Full Metal Jacket,,,,,,,,,,,,,,,,,
The Lord of the rings,The Lion King,,,,,,,,,,,,,,,,,,
The Lion King,The Lord of the Rings: The Return of the King,Indiana Jones and the Raiders of the Lost Ark,,,,,,,,,,,,,,,,,
Capernaum,City of God,,,,,,,,,,,,,,,,,,
Billa,The Lord of the Rings: The Fellowship of the Ring,The Dark Knight,whole wheat Star Wars: Episode V - The Empire Strikes Back,The Departed,The Silence of the Lambs bread,High and Low ,Capernaum,,,,,,,,,,,,
The Godfather: Part II,The Lord of the rings,The Lion King,Fight Club,One Flew Over the Cuckoo's Nest,Avengers: Infinity War,whole wheat Star Wars: Episode V - The Empire Strikes Back,Back to the Future,Whiplash,,,,,,,,,,,
The Shawshank Redemption,Pulp Fiction,Prision Break,The Silence of the Lambs,The Lord of the Rings: The Return of the King,Back to the Future,Parasite,Requiem for a Dream,,,,,,,,,,,,
The Godfather: Part II,The Shawshank Redemption,Schindler's List,Captain America,The Lord of the Rings: The Return of the King,"The Good, the Bad and the Ugly",,,,,,,,,,,,,,
Schindler's List,Whiplash,Harry Potter 2,,,,,,,,,,,,,,,,,
Léon: The Professional,The Lord of the rings,The Intouchables,whole wheat Star Wars: Episode V - The Empire Strikes Back,Once Upon a Time in America,The Silence of the Lambs,The Pianist,Braveheart,,,,,,,,,,,,
The Lord of the Rings: The Fellowship of the Ring,The Dark Knight,Aliens,Black Panther,Casablanca,The Lord of the Rings: The Return of the King,Back to the Future,City of God,,,,,,,,,,,,
The Dark Knight,,,,,,,,,,,,,,,,,,,
The Pianist,,,,,,,,,,,,,,,,,,,
The Lion King,Comedy nights with Kapil,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Fellowship of the Ring,The Dark Knight,Inglourious Basterds,Star Wars: Episode IV - A New Hope,Hamilton,,,,,,,,,,,,,,,
The Shawshank Redemption,The Lord of the Rings: The Fellowship of the Ring,Se7en,The Intouchables,Your Name,The Usual Suspects,Joker,The Silence of the Lambs,Back to the Future,Whiplash,,,,,,,,,,
Apocalypse Now,,,,,,,,,,,,,,,,,,,
The Departed,psycho,,,,,,,,,,,,,,,,,,
The Dark Knight,Pulp Fiction,Grave of the Fireflies ,,,,,,,,,,,,,,,,,
The Godfather: Part II,The Shawshank Redemption,The Lord of the Rings: The Fellowship of the Ring,Black Panther,Back to the Future,Capernaum,Whiplash,,,,,,,,,,,,,
The Dark Knight,,,,,,,,,,,,,,,,,,,
The Dark Knight,Star Wars: Episode VI - Return of the Jedi,Cinema Paradiso,,,,,,,,,,,,,,,,,
whole wheat Star Wars: Episode V - The Empire Strikes Back,The Lord of the Rings: The Return of the King,"The Good, the Bad and the Ugly",Braveheart,Whiplash,,,,,,,,,,,,,,,
The Prestige,The Lord of the Rings: The Return of the King,Parasite,"The Good, the Bad and the Ugly",Apocalypse Now,psycho,Witness for the Prosecution,Whiplash,,,,,,,,,,,,
American History X,,,,,,,,,,,,,,,,,,,
Pulp Fiction,Léon: The Professional,,,,,,,,,,,,,,,,,,
The Silence of the Lambs,,,,,,,,,,,,,,,,,,,
The Lord of the rings,inception,The Departed,Once Upon a Time in America,Whiplash,,,,,,,,,,,,,,,
The Dark Knight,Se7en,Fight Club,The Intouchables,Casablanca,The Departed,The Silence of the Lambs,The Lord of the Rings: The Return of the King,,,,,,,,,,,,
The Godfather: Part II,Interstellar,inception,The Dark Knight,The Silence of the Lambs,The Intouchables,Pulp Fiction,Taare Zameen Par,Black Panther,,,,,,,,,,,
The Lord of the Rings: The Return of the King,,,,,,,,,,,,,,,,,,,
Léon: The Professional,The Lord of the Rings: The Fellowship of the Ring,,,,,,,,,,,,,,,,,,
The Shawshank Redemption,One Flew Over the Cuckoo's Nest,Cinema Paradiso,Pulp Fiction,The Lord of the Rings: The Return of the King,Whiplash,,,,,,,,,,,,,,
The Shawshank Redemption,Léon: The Professional,Se7en,Pulp Fiction,The Green Mile Whiplash,The Lord of the Rings: The Return of the King,"The Good, the Bad and the Ugly",,,,,,,,,,,,,
The Pianist,,,,,,,,,,,,,,,,,,,
"The Good, the Bad and the Ugly",,,,,,,,,,,,,,,,,,,
Harry Potter 2,12 Angry Men,,,,,,,,,,,,,,,,,,
Avengers: Endgame,inception,The Lord of the Rings: The Fellowship of the Ring,Captain America,Casablanca,Prision Break,The Lives of Others,,,,,,,,,,,,,
Casablanca,Toy Story,,,,,,,,,,,,,,,,,,
Interstellar,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Fellowship of the Ring,Pulp Fiction,Prision Break,Parasite,Witness for the Prosecution,12 Angry Men,,,,,,,,,,,,
"The Good, the Bad and the Ugly",12 Angry Men,,,,,,,,,,,,,,,,,,
12 Angry Men,,,,,,,,,,,,,,,,,,,
The Shawshank Redemption,Pulp Fiction,,,,,,,,,,,,,,,,,,
The Lord of the rings,The Lion King,inception,Modern Times,Whiplash,Vertigo ,,,,,,,,,,,,,,
"The Good, the Bad and the Ugly",,,,,,,,,,,,,,,,,,,
Pulp Fiction,whole wheat Star Wars: Episode V - The Empire Strikes Back,,,,,,,,,,,,,,,,,,
"The Good, the Bad and the Ugly",,,,,,,,,,,,,,,,,,,
The Godfather: Part II,The Dark Knight,Pulp Fiction,12 Angry Men,,,,,,,,,,,,,,,,
The Godfather: Part II,The Shawshank Redemption,Léon: The Professional,Billa,whole wheat Star Wars: Episode V - The Empire Strikes Back,The Silence of the Lambs,,,,,,,,,,,,,,
The Lord of the Rings: The Return of the King,Harry Potter 2,,,,,,,,,,,,,,,,,,
Léon: The Professional,The Silence of the Lambs,inception,Gladiator,The Dark Knight,The Lord of the Rings: The Return of the King,,,,,,,,,,,,,,
Parasite,,,,,,,,,,,,,,,,,,,
The Shawshank Redemption,The Lord of the Rings: The Fellowship of the Ring,,,,,,,,,,,,,,,,,,
whole wheat Star Wars: Episode V - The Empire Strikes Back,Star Wars: Episode V - The Empire Strikes Back,The Prestige,The Departed,The Lord of the Rings: The Return of the King,12 Angry Men,,,,,,,,,,,,,,
The Usual Suspects,Star Wars: Episode V - The Empire Strikes Back,The Lord of the Rings: The Return of the King,Capernaum,,,,,,,,,,,,,,,,
Se7en,The Intouchables,,,,,,,,,,,,,,,,,,
Whiplash,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Fellowship of the Ring,Your Name,The Lord of the Rings: The Return of the King,,,,,,,,,,,,,,,,,
The Godfather: Part II,The Shawshank Redemption,The Dark Knight,Fight Club,The Intouchables,Cinema Paradiso,The Usual Suspects,Pulp Fiction,Casablanca,Back to the Future,12 Angry Men,,,,,,,,,
It's a Wonderful Life,The Dark Knight,Star Wars: Episode V - The Empire Strikes Back,Back to the Future,,,,,,,,,,,,,,,,
The Intouchables,Pulp Fiction,,,,,,,,,,,,,,,,,,
Interstellar,The Lord of the rings,inception,The Intouchables,Comedy nights with Kapil,whole wheat Star Wars: Episode V - The Empire Strikes Back,Braveheart,12 Angry Men,,,,,,,,,,,,
Seven Samurai,Cinema Paradiso,,,,,,,,,,,,,,,,,,
The Godfather: Part II,Billa,The Lord of the Rings: The Fellowship of the Ring,Pulp Fiction,The Silence of the Lambs,The Lord of the Rings: The Return of the King,Back to the Future,Apocalypse Now,Capernaum,,,,,,,,,,,
The Lord of the Rings: The Two Towers,The Lord of the Rings: The Fellowship of the Ring,Back to the Future,,,,,,,,,,,,,,,,,
Parasite,,,,,,,,,,,,,,,,,,,
Terminator 2: Judgment Day,Casablanca,,,,,,,,,,,,,,,,,,
City of God,,,,,,,,,,,,,,,,,,,
Once Upon a Time in America,Parasite,Hamilton,,,,,,,,,,,,,,,,,
Goodfellas,The Godfather: Part II,Saaho,Gladiator,The Lord of the Rings: The Fellowship of the Ring,The Dark Knight,Fight Club,The Intouchables,Comedy nights with Kapil,The Usual Suspects,Once Upon a Time in the West,Back to the Future,Braveheart,,,,,,,
It's a Wonderful Life,Interstellar,The Lion King,inception,The Dark Knight,Star Wars: Episode V - The Empire Strikes Back,12 Angry Men,,,,,,,,,,,,,
It's a Wonderful Life,Billa,The Intouchables,Once Upon a Time in the West,Pulp Fiction,The Departed,American Beauty ,,,,,,,,,,,,,
inception,The Wolf of Wall Street,The Lord of the Rings: The Fellowship of the Ring,,,,,,,,,,,,,,,,,
Billa,Pulp Fiction,Parasite,,,,,,,,,,,,,,,,,
It's a Wonderful Life,The Dark Knight,Pulp Fiction,The Lives of Others,Witness for the Prosecution,Braveheart,,,,,,,,,,,,,,
Harry Potter 2,,,,,,,,,,,,,,,,,,,
The Dark Knight,Black Panther,,,,,,,,,,,,,,,,,,
Fight Club,,,,,,,,,,,,,,,,,,,
The Shawshank Redemption,Léon: The Professional,Pulp Fiction,whole wheat Star Wars: Episode V - The Empire Strikes Back,Léon: The Professional,The Lord of the Rings: The Return of the King,"The Good, the Bad and the Ugly",Whiplash,,,,,,,,,,,,
The Dark Knight,The Silence of the Lambs,Prision Break,,,,,,,,,,,,,,,,,
The Dark Knight,The Silence of the Lambs,The Lord of the Rings: The Return of the King,Princess Mononoke,,,,,,,,,,,,,,,,
Parasite,,,,,,,,,,,,,,,,,,,
Capernaum,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Two Towers,Comedy nights with Kapil,Prision Break,Pulp Fiction,Star Wars: Episode V - The Empire Strikes Back,Spider-Man: Into the Spider-Verse,The Matrix,,,,,,,,,,,,,
Parasite,,,,,,,,,,,,,,,,,,,
"The Good, the Bad and the Ugly",,,,,,,,,,,,,,,,,,,
The Godfather: Part II,The Silence of the Lambs,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Fellowship of the Ring,Se7en,Modern Times,The Prestige,Oldboy,Dangal,,,,,,,,,,,
inception,Life Is Beautiful,The Silence of the Lambs,,,,,,,,,,,,,,,,,
Hara-Kiri,Indiana Jones and the Raiders of the Lost Ark,,,,,,,,,,,,,,,,,,
Captain America,The Lord of the Rings: The Return of the King,Harry Potter 2,Harry Potter 1,crimes of grindelwald,Braveheart,,,,,,,,,,,,,,
Billa,The Hunt,,,,,,,,,,,,,,,,,,
Seven Samurai,The Lord of the rings,Billa,The Lion King,Captain America,Black Panther,Whiplash,,,,,,,,,,,,,
The Shawshank Redemption,The Lord of the Rings: The Two Towers,The Lion King,inception,The Dark Knight,The Pianist,,,,,,,,,,,,,,
The Lord of the Rings: The Fellowship of the Ring,,,,,,,,,,,,,,,,,,,
Whiplash,,,,,,,,,,,,,,,,,,,
The Lion King,The Lord of the Rings: The Fellowship of the Ring,Fight Club,The Usual Suspects,Pulp Fiction,The Hunt,Braveheart,,,,,,,,,,,,,
The Dark Knight,The Silence of the Lambs,The Lord of the Rings: The Return of the King,The Pianist,,,,,,,,,,,,,,,,
The Lord of the Rings: The Return of the King,Capernaum,,,,,,,,,,,,,,,,,,
The Dark Knight,,,,,,,,,,,,,,,,,,,
One Flew Over the Cuckoo's Nest,City Lights,,,,,,,,,,,,,,,,,,
Witness for the Prosecution,City Lights,,,,,,,,,,,,,,,,,,
It's a Wonderful Life,The Lord of the Rings: The Fellowship of the Ring,The Dark Knight,Pulp Fiction,The Dark Knight Rises,Back to the Future,Dangal,City of God,,,,,,,,,,,,
Apocalypse Now,,,,,,,,,,,,,,,,,,,
The Lion King,"The Good, the Bad and the Ugly",Whiplash,,,,,,,,,,,,,,,,,
Se7en,Joker,Pulp Fiction,whole wheat Star Wars: Episode V - The Empire Strikes Back,The Lord of the Rings: The Return of the King,"The Good, the Bad and the Ugly",12 Angry Men,,,,,,,,,,,,,
Parasite,,,,,,,,,,,,,,,,,,,
The Green Mile Whiplash,"The Good, the Bad and the Ugly",,,,,,,,,,,,,,,,,,
Casablanca,The Silence of the Lambs,Star Wars: Episode IV - A New Hope,,,,,,,,,,,,,,,,,
"The Good, the Bad and the Ugly",,,,,,,,,,,,,,,,,,,
